4575.11,237.784,49.9917,0.0151868,-0.00961376,9.26117e-05,4574.27,236.454,137.529,0.015187,-0.00961381,1.36899,4725.79,148.558,286.039,-0.148588,-0.678668,1.31038,4758.02,243.684,470.571,-0.162393,-0.71766,1.3015,4638.98,269.642,605.974,-0.162393,-0.71766,-0.043884,4607.39,376.794,582.801,-1.67546,0.00782758,-0.718727,4632.5,487.6,592.492,-1.67546,0.00782764,-3.27425
4575.11,237.784,49.9917,0.0151759,-0.00960865,9.24889e-05,4574.27,236.455,137.529,0.0151762,-0.0096087,1.36887,4725.77,148.543,286.048,-0.148715,-0.678699,1.31021,4758.01,243.668,470.583,-0.162518,-0.717659,1.30134,4638.97,269.643,605.983,-0.162518,-0.717659,-0.0439746,4607.39,376.796,582.806,-1.67549,0.00786526,-0.71873,4632.49,487.602,592.494,-1.67549,0.00786532,-3.27425
4575.11,237.784,49.9917,0.0151651,-0.00960354,9.23663e-05,4574.27,236.456,137.529,0.0151654,-0.00960358,1.36874,4725.76,148.528,286.058,-0.148842,-0.678729,1.31004,4758,243.652,470.594,-0.162643,-0.717658,1.30117,4638.96,269.644,605.992,-0.162643,-0.717658,-0.044065,4607.38,376.798,582.812,-1.67552,0.0079024,-0.718734,4632.49,487.603,592.496,-1.67552,0.00790246,-3.27425
4575.11,237.784,49.9917,0.0151543,-0.00959842,9.22438e-05,4574.27,236.457,137.529,0.0151546,-0.00959846,1.36862,4725.74,148.513,286.067,-0.148969,-0.678758,1.30987,4757.98,243.636,470.606,-0.162769,-0.717657,1.301,4638.95,269.645,606.001,-0.162769,-0.717657,-0.0441552,4607.37,376.8,582.817,-1.67555,0.00793901,-0.718737,4632.49,487.605,592.498,-1.67555,0.00793906,-3.27425
4575.11,237.784,49.9918,0.0151435,-0.00959329,9.21214e-05,4574.27,236.458,137.529,0.0151438,-0.00959334,1.3685,4725.72,148.498,286.076,-0.149096,-0.678787,1.30971,4757.97,243.62,470.617,-0.162894,-0.717655,1.30083,4638.94,269.646,606.009,-0.162894,-0.717655,-0.0442453,4607.37,376.802,582.822,-1.67558,0.00797508,-0.71874,4632.49,487.606,592.5,-1.67558,0.00797514,-3.27425
4575.11,237.784,49.9918,0.0151327,-0.00958816,9.19992e-05,4574.27,236.459,137.529,0.015133,-0.00958821,1.36837,4725.71,148.483,286.085,-0.149222,-0.678815,1.30954,4757.96,243.604,470.628,-0.163019,-0.717654,1.30067,4638.93,269.647,606.018,-0.163019,-0.717654,-0.0443352,4607.36,376.804,582.827,-1.67561,0.00801064,-0.718742,4632.48,487.608,592.502,-1.67561,0.0080107,-3.27425
4575.11,237.784,49.9918,0.015122,-0.00958303,9.18772e-05,4574.28,236.46,137.529,0.0151222,-0.00958308,1.36825,4725.69,148.468,286.094,-0.149348,-0.678843,1.30937,4757.95,243.588,470.639,-0.163145,-0.717652,1.3005,4638.92,269.648,606.026,-0.163145,-0.717652,-0.044425,4607.35,376.806,582.832,-1.67564,0.00804569,-0.718745,4632.48,487.609,592.504,-1.67564,0.00804574,-3.27425
4575.11,237.784,49.9918,0.0151112,-0.0095779,9.17554e-05,4574.28,236.461,137.529,0.0151114,-0.00957794,1.36812,4725.67,148.453,286.103,-0.149475,-0.67887,1.3092,4757.94,243.572,470.65,-0.16327,-0.717651,1.30033,4638.91,269.649,606.035,-0.16327,-0.717651,-0.0445147,4607.35,376.808,582.837,-1.67567,0.00808023,-0.718747,4632.48,487.61,592.506,-1.67567,0.00808029,-3.27425
4575.11,237.784,49.9918,0.0151005,-0.00957276,9.16337e-05,4574.28,236.462,137.529,0.0151007,-0.00957281,1.368,4725.66,148.438,286.112,-0.149601,-0.678896,1.30903,4757.93,243.556,470.661,-0.163395,-0.717649,1.30016,4638.9,269.65,606.043,-0.163395,-0.717649,-0.0446041,4607.34,376.81,582.842,-1.6757,0.00811428,-0.71875,4632.48,487.612,592.508,-1.6757,0.00811433,-3.27425
4575.11,237.784,49.9918,0.0150897,-0.00956762,9.15121e-05,4574.28,236.463,137.529,0.0150899,-0.00956766,1.36787,4725.64,148.422,286.12,-0.149726,-0.678923,1.30886,4757.92,243.54,470.672,-0.16352,-0.717647,1.3,4638.89,269.651,606.051,-0.16352,-0.717647,-0.0446935,4607.33,376.812,582.847,-1.67573,0.00814784,-0.718752,4632.47,487.613,592.51,-1.67573,0.00814789,-3.27425
4575.11,237.784,49.9918,0.015079,-0.00956247,9.13908e-05,4574.28,236.464,137.529,0.0150792,-0.00956252,1.36775,4725.62,148.407,286.129,-0.149852,-0.678948,1.3087,4757.91,243.524,470.682,-0.163645,-0.717645,1.29983,4638.88,269.651,606.059,-0.163645,-0.717645,-0.0447826,4607.33,376.814,582.852,-1.67575,0.00818092,-0.718754,4632.47,487.614,592.512,-1.67575,0.00818097,-3.27425
4575.11,237.784,49.9918,0.0150683,-0.00955733,9.12696e-05,4574.28,236.465,137.529,0.0150685,-0.00955737,1.36762,4725.61,148.392,286.137,-0.149978,-0.678973,1.30853,4757.9,243.508,470.692,-0.16377,-0.717642,1.29966,4638.87,269.652,606.067,-0.16377,-0.717642,-0.0448717,4607.32,376.815,582.856,-1.67578,0.00821352,-0.718756,4632.47,487.616,592.514,-1.67578,0.00821357,-3.27425
4575.11,237.784,49.9918,0.0150575,-0.00955218,9.11485e-05,4574.28,236.466,137.529,0.0150578,-0.00955223,1.3675,4725.59,148.377,286.146,-0.150103,-0.678998,1.30836,4757.89,243.492,470.703,-0.163895,-0.71764,1.29949,4638.86,269.653,606.074,-0.163895,-0.71764,-0.0449606,4607.32,376.817,582.861,-1.67581,0.00824566,-0.718758,4632.47,487.617,592.516,-1.67581,0.00824571,-3.27425
